,clients,commits,deploy,drops,duration,finished,location,metric,pid,quorum,replica,runid,started,throughput,version
125,36,5004,virginia,0,998.74291ms,2018-08-24 18:35:50.854696+00:00,virginia,server,78,5,alia-virginia-78,78,2018-08-24 18:35:49.855954+00:00,5010.298396010641,0.3.6
126,17,5015,virginia,0,1.179746545s,2018-08-25 00:26:01.236554+00:00,virginia,server,78,5,alia-virginia-78,227,2018-08-25 00:26:00.056807+00:00,4250.913063703865,0.3.6
127,13,5005,virginia,0,891.710974ms,2018-08-24 19:38:22.996413+00:00,virginia,server,78,3,alia-virginia-78,97,2018-08-24 19:38:22.104702+00:00,5612.805209235879,0.3.6
128,33,5016,virginia,0,1.18946872s,2018-08-24 20:53:10.216472+00:00,virginia,server,78,5,alia-virginia-78,159,2018-08-24 20:53:09.027004+00:00,4217.008749923243,0.3.6
129,4,2000,virginia,0,763.369845ms,2018-08-24 16:56:42.166262+00:00,virginia,server,78,3,alia-virginia-78,4,2018-08-24 16:56:41.402892+00:00,2619.962018541615,0.3.6
130,18,5004,virginia,0,1.062502109s,2018-08-24 17:46:44.797617+00:00,virginia,server,78,5,alia-virginia-78,39,2018-08-24 17:46:43.735115+00:00,4709.637710469712,0.3.6
131,21,5019,virginia,0,1.985198869s,2018-08-25 00:30:42.989645+00:00,virginia,server,78,5,alia-virginia-78,231,2018-08-25 00:30:41.004446+00:00,2528.2101850723952,0.3.6
132,39,5031,virginia,0,936.616657ms,2018-08-24 18:39:27.414120+00:00,virginia,server,78,5,alia-virginia-78,81,2018-08-24 18:39:26.477510+00:00,5371.461165461635,0.3.6
133,34,5032,virginia,0,962.982644ms,2018-08-24 20:03:38.193073+00:00,virginia,server,78,3,alia-virginia-78,118,2018-08-24 20:03:37.230090+00:00,5225.431664166109,0.3.6
134,12,5004,virginia,0,834.321487ms,2018-08-24 23:30:43.991542+00:00,virginia,server,78,3,alia-virginia-78,180,2018-08-24 23:30:43.157221+00:00,5997.688035091922,0.3.6
135,10,5000,virginia,0,1.029580541s,2018-08-24 17:22:36.157030+00:00,virginia,server,78,3,alia-virginia-78,19,2018-08-24 17:22:35.127457+00:00,4856.346639130974,0.3.6
136,36,5004,virginia,0,973.649268ms,2018-08-25 00:48:19.671520+00:00,virginia,server,78,5,alia-virginia-78,246,2018-08-25 00:48:18.697871+00:00,5139.427681467738,0.3.6
137,12,5004,virginia,0,1.229816777s,2018-08-24 20:27:50.817636+00:00,virginia,server,78,5,alia-virginia-78,138,2018-08-24 20:27:49.587819+00:00,4068.898793368795,0.3.6
138,1,500,virginia,0,799.596842ms,2018-08-25 00:07:06.970419+00:00,virginia,server,78,5,alia-virginia-78,211,2018-08-25 00:07:06.170822+00:00,625.315125994457,0.3.6
139,37,5032,virginia,0,639.426714ms,2018-08-24 18:11:43.929030+00:00,virginia,server,78,3,alia-virginia-78,58,2018-08-24 18:11:43.289604+00:00,7869.549222493073,0.3.6
140,39,5031,virginia,0,766.023803ms,2018-08-25 00:02:21.271072+00:00,virginia,server,78,3,alia-virginia-78,207,2018-08-25 00:02:20.505049+00:00,6567.6810306637435,0.3.6
141,11,5005,virginia,0,954.45824ms,2018-08-24 23:29:34.054664+00:00,virginia,server,78,3,alia-virginia-78,179,2018-08-24 23:29:33.100206+00:00,5243.812447991439,0.3.6
142,28,5012,virginia,0,765.310311ms,2018-08-24 23:49:29.636212+00:00,virginia,server,78,3,alia-virginia-78,196,2018-08-24 23:49:28.870902+00:00,6548.977490517568,0.3.6
143,40,5040,virginia,0,901.759517ms,2018-08-25 00:52:59.545553+00:00,virginia,server,78,5,alia-virginia-78,250,2018-08-25 00:52:58.643794+00:00,5589.0732562127205,0.3.6
144,18,5004,virginia,0,943.33244ms,2018-08-24 19:44:23.810791+00:00,virginia,server,78,3,alia-virginia-78,102,2018-08-24 19:44:22.867458+00:00,5304.5986630121615,0.3.6
145,32,5024,virginia,0,1.092884619s,2018-08-24 18:31:02.679264+00:00,virginia,server,78,5,alia-virginia-78,74,2018-08-24 18:31:01.586379+00:00,4597.008606999162,0.3.6
146,8,4000,virginia,0,891.142164ms,2018-08-24 17:01:30.261536+00:00,virginia,server,78,3,alia-virginia-78,8,2018-08-24 17:01:29.370394+00:00,4488.621638152002,0.3.6
147,29,5017,virginia,0,901.355555ms,2018-08-24 20:48:20.237225+00:00,virginia,server,78,5,alia-virginia-78,155,2018-08-24 20:48:19.335869+00:00,5566.060997982089,0.3.6
148,14,5012,virginia,0,959.373447ms,2018-08-24 17:27:24.430765+00:00,virginia,server,78,3,alia-virginia-78,23,2018-08-24 17:27:23.471391+00:00,5224.242984494442,0.3.6
149,17,5015,virginia,0,1.138428331s,2018-08-24 20:33:52.852057+00:00,virginia,server,78,5,alia-virginia-78,143,2018-08-24 20:33:51.713629+00:00,4405.1960614813615,0.3.6
150,14,5012,virginia,0,952.817766ms,2018-08-24 17:41:55.623300+00:00,virginia,server,78,5,alia-virginia-78,35,2018-08-24 17:41:54.670560+00:00,5260.187392433654,0.3.6
151,30,5010,virginia,0,781.001144ms,2018-08-24 19:58:49.825930+00:00,virginia,server,78,3,alia-virginia-78,114,2018-08-24 19:58:49.044929+00:00,6414.843356490654,0.3.6
152,41,5002,virginia,0,703.905055ms,2018-08-24 18:16:32.083146+00:00,virginia,server,78,3,alia-virginia-78,62,2018-08-24 18:16:31.379241+00:00,7106.071997167289,0.3.6
153,42,5040,virginia,0,739.993288ms,2018-08-24 18:17:43.790734+00:00,virginia,server,78,3,alia-virginia-78,63,2018-08-24 18:17:43.050741+00:00,6810.872587265954,0.3.6
154,31,5022,virginia,0,903.18656ms,2018-08-24 20:00:01.952408+00:00,virginia,server,78,3,alia-virginia-78,115,2018-08-24 20:00:01.049222+00:00,5560.313032115979,0.3.6
155,13,5005,virginia,0,1.219599167s,2018-08-24 17:40:43.711116+00:00,virginia,server,78,5,alia-virginia-78,34,2018-08-24 17:40:42.491517+00:00,4103.807329018945,0.3.6
156,16,5008,virginia,0,981.249647ms,2018-08-24 20:32:39.922597+00:00,virginia,server,78,5,alia-virginia-78,142,2018-08-24 20:32:38.941347+00:00,5103.696103546216,0.3.6
157,13,5005,virginia,0,997.714424ms,2018-08-24 17:26:12.381504+00:00,virginia,server,78,3,alia-virginia-78,22,2018-08-24 17:26:11.383790+00:00,5016.465513181756,0.3.6
158,28,5012,virginia,0,1.09203917s,2018-08-24 20:47:08.338550+00:00,virginia,server,78,5,alia-virginia-78,154,2018-08-24 20:47:07.246500+00:00,4589.578961714349,0.3.6
159,9,4500,virginia,0,869.930973ms,2018-08-24 17:02:42.175864+00:00,virginia,server,78,3,alia-virginia-78,9,2018-08-24 17:02:41.305930+00:00,5172.824212111367,0.3.6
160,33,5016,virginia,0,945.518107ms,2018-08-24 18:32:14.847298+00:00,virginia,server,78,5,alia-virginia-78,75,2018-08-24 18:32:13.901780+00:00,5305.027966005943,0.3.6
161,19,5016,virginia,0,774.946955ms,2018-08-24 19:45:36.566490+00:00,virginia,server,78,3,alia-virginia-78,103,2018-08-24 19:45:35.791545+00:00,6472.7010895861895,0.3.6
162,41,5002,virginia,0,1.315059875s,2018-08-25 00:54:10.349676+00:00,virginia,server,78,5,alia-virginia-78,251,2018-08-25 00:54:09.034616+00:00,3803.629093314097,0.3.6
163,10,5000,virginia,0,950.459607ms,2018-08-24 23:28:24.031951+00:00,virginia,server,78,3,alia-virginia-78,178,2018-08-24 23:28:23.081492+00:00,5260.612826863667,0.3.6
164,29,5017,virginia,0,654.186574ms,2018-08-24 23:50:39.538883+00:00,virginia,server,78,3,alia-virginia-78,197,2018-08-24 23:50:38.884697+00:00,7669.06598116763,0.3.6
165,38,5016,virginia,0,875.340135ms,2018-08-24 18:12:56.085876+00:00,virginia,server,78,3,alia-virginia-78,59,2018-08-24 18:12:55.210536+00:00,5730.3438965471405,0.3.6
166,38,5016,virginia,0,1.261263509s,2018-08-25 00:01:11.611000+00:00,virginia,server,78,3,alia-virginia-78,206,2018-08-25 00:01:10.349783+00:00,3976.964341081242,0.3.6
167,42,5040,virginia,0,782.535815ms,2018-08-25 00:05:52.530287+00:00,virginia,server,78,3,alia-virginia-78,210,2018-08-25 00:05:51.747750+00:00,6440.599782643814,0.3.6
168,13,5005,virginia,0,1.413135929s,2018-08-24 20:29:03.238860+00:00,virginia,server,78,5,alia-virginia-78,139,2018-08-24 20:29:01.825725+00:00,3541.768273871409,0.3.6
169,9,4500,virginia,0,1.02724615s,2018-08-24 17:13:37.853368+00:00,virginia,server,78,5,alia-virginia-78,18,2018-08-24 17:13:36.826122+00:00,4380.644308085262,0.3.6
170,37,5032,virginia,0,956.366715ms,2018-08-25 00:49:29.702932+00:00,virginia,server,78,5,alia-virginia-78,247,2018-08-25 00:49:28.746565+00:00,5261.58002058865,0.3.6
171,13,5005,virginia,0,745.381071ms,2018-08-24 23:31:54.657248+00:00,virginia,server,78,3,alia-virginia-78,181,2018-08-24 23:31:53.911867+00:00,6714.686211826273,0.3.6
172,35,5005,virginia,0,772.68725ms,2018-08-24 20:04:49.932693+00:00,virginia,server,78,3,alia-virginia-78,119,2018-08-24 20:04:49.160000+00:00,6477.39431445258,0.3.6
173,20,5020,virginia,0,886.258755ms,2018-08-25 00:29:31.262534+00:00,virginia,server,78,5,alia-virginia-78,230,2018-08-25 00:29:30.376276+00:00,5664.259982402093,0.3.6
174,38,5016,virginia,0,993.40338ms,2018-08-24 18:38:15.364439+00:00,virginia,server,78,5,alia-virginia-78,80,2018-08-24 18:38:14.371035+00:00,5049.308368570279,0.3.6
175,17,5015,virginia,0,1.159130719s,2018-08-24 17:45:32.807962+00:00,virginia,server,78,5,alia-virginia-78,38,2018-08-24 17:45:31.648800+00:00,4326.518068925408,0.3.6
176,5,2500,virginia,0,863.606376ms,2018-08-24 16:57:54.586215+00:00,virginia,server,78,3,alia-virginia-78,5,2018-08-24 16:57:53.722609+00:00,2894.8373581716123,0.3.6
177,32,5024,virginia,0,1.096471857s,2018-08-24 20:51:57.444708+00:00,virginia,server,78,5,alia-virginia-78,158,2018-08-24 20:51:56.348237+00:00,4581.968946969516,0.3.6
178,37,5032,virginia,0,1.18956045s,2018-08-24 18:37:03.207532+00:00,virginia,server,78,5,alia-virginia-78,79,2018-08-24 18:37:02.017970+00:00,4230.133912068109,0.3.6
179,16,5008,virginia,0,1.088684681s,2018-08-25 00:24:50.611414+00:00,virginia,server,78,5,alia-virginia-78,226,2018-08-25 00:24:49.522730+00:00,4600.046356305807,0.3.6
180,12,5004,virginia,0,1.017044212s,2018-08-24 19:37:10.802512+00:00,virginia,server,78,3,alia-virginia-78,96,2018-08-24 19:37:09.785468+00:00,4920.140089249138,0.3.6
181,6,3000,virginia,0,739.472019ms,2018-08-24 23:23:41.513597+00:00,virginia,server,78,3,alia-virginia-78,174,2018-08-24 23:23:40.774125+00:00,4056.9486375656898,0.3.6
182,39,5031,virginia,0,696.751706ms,2018-08-24 20:09:39.547655+00:00,virginia,server,78,3,alia-virginia-78,123,2018-08-24 20:09:38.850904+00:00,7220.649704444355,0.3.6
183,34,5032,virginia,0,815.172848ms,2018-08-24 18:08:07.876698+00:00,virginia,server,78,3,alia-virginia-78,55,2018-08-24 18:08:07.061525+00:00,6172.923953914618,0.3.6
184,9,4500,virginia,0,1.253426384s,2018-08-24 20:24:13.349441+00:00,virginia,server,78,5,alia-virginia-78,135,2018-08-24 20:24:12.096014+00:00,3590.1589893451614,0.3.6
185,22,5016,virginia,0,722.868248ms,2018-08-24 17:53:42.280909+00:00,virginia,server,78,3,alia-virginia-78,43,2018-08-24 17:53:41.558041+00:00,6939.023831629135,0.3.6
186,36,5004,virginia,0,830.269409ms,2018-08-24 20:56:46.190204+00:00,virginia,server,78,5,alia-virginia-78,162,2018-08-24 20:56:45.359935+00:00,6026.959376989403,0.3.6
187,5,2500,virginia,0,877.926297ms,2018-08-24 17:08:48.366997+00:00,virginia,server,78,5,alia-virginia-78,14,2018-08-24 17:08:47.489070+00:00,2847.61945113486,0.3.6
188,1,500,virginia,0,660.574382ms,2018-08-24 23:17:48.669355+00:00,virginia,server,78,3,alia-virginia-78,169,2018-08-24 23:17:48.008781+00:00,756.9170310331533,0.3.6
189,18,5004,virginia,0,744.509924ms,2018-08-24 23:37:46.726096+00:00,virginia,server,78,3,alia-virginia-78,186,2018-08-24 23:37:45.981587+00:00,6721.1998640867005,0.3.6
190,30,5010,virginia,0,1.062751591s,2018-08-25 00:41:17.289556+00:00,virginia,server,78,5,alia-virginia-78,240,2018-08-25 00:41:16.226804+00:00,4714.177840266343,0.3.6
191,27,5022,virginia,0,717.524613ms,2018-08-24 17:59:43.254551+00:00,virginia,server,78,3,alia-virginia-78,48,2018-08-24 17:59:42.537027+00:00,6999.063041200511,0.3.6
192,7,3500,virginia,0,1.015403615s,2018-08-25 00:14:14.112519+00:00,virginia,server,78,5,alia-virginia-78,217,2018-08-25 00:14:13.097116+00:00,3446.905199367445,0.3.6
193,2,1000,virginia,0,698.363462ms,2018-08-24 20:15:46.612547+00:00,virginia,server,78,5,alia-virginia-78,128,2018-08-24 20:15:45.914184+00:00,1431.9191286671296,0.3.6
194,33,5016,virginia,0,846.595283ms,2018-08-24 23:55:20.246176+00:00,virginia,server,78,3,alia-virginia-78,201,2018-08-24 23:55:19.399580+00:00,5924.908986293041,0.3.6
195,22,5016,virginia,0,925.261259ms,2018-08-24 23:42:28.577408+00:00,virginia,server,78,3,alia-virginia-78,190,2018-08-24 23:42:27.652147+00:00,5421.171535292822,0.3.6
196,20,5020,virginia,0,773.557053ms,2018-08-24 19:46:48.640018+00:00,virginia,server,78,3,alia-virginia-78,104,2018-08-24 19:46:47.866461+00:00,6489.501944984529,0.3.6
197,30,5010,virginia,0,1.314694638s,2018-08-24 18:28:38.968910+00:00,virginia,server,78,5,alia-virginia-78,72,2018-08-24 18:28:37.654210+00:00,3810.770847610318,0.3.6
198,27,5022,virginia,0,914.017462ms,2018-08-24 20:45:55.985691+00:00,virginia,server,78,5,alia-virginia-78,153,2018-08-24 20:45:55.071670+00:00,5494.424569319662,0.3.6
199,16,5008,virginia,0,982.73382ms,2018-08-24 17:29:48.644832+00:00,virginia,server,78,3,alia-virginia-78,25,2018-08-24 17:29:47.662098+00:00,5095.988250409455,0.3.6
200,19,5016,virginia,0,1.245662323s,2018-08-24 20:36:17.305642+00:00,virginia,server,78,5,alia-virginia-78,145,2018-08-24 20:36:16.059980+00:00,4026.7734741464124,0.3.6
201,12,5004,virginia,0,1.336059885s,2018-08-24 17:39:31.877515+00:00,virginia,server,78,5,alia-virginia-78,33,2018-08-24 17:39:30.541455+00:00,3745.341100485178,0.3.6
202,28,5012,virginia,0,778.605305ms,2018-08-24 19:56:25.738871+00:00,virginia,server,78,3,alia-virginia-78,112,2018-08-24 19:56:24.960266+00:00,6437.151105719733,0.3.6
203,22,5016,virginia,0,1.68741358s,2018-08-24 18:19:02.864060+00:00,virginia,server,78,5,alia-virginia-78,64,2018-08-24 18:19:01.176646+00:00,2972.5966766250635,0.3.6
204,4,2000,virginia,0,989.881236ms,2018-08-24 17:07:36.206206+00:00,virginia,server,78,5,alia-virginia-78,13,2018-08-24 17:07:35.216325+00:00,2020.4444000593219,0.3.6
205,39,5031,virginia,0,1.071140666s,2018-08-24 21:00:23.881040+00:00,virginia,server,78,5,alia-virginia-78,165,2018-08-24 21:00:22.809899+00:00,4696.862101956644,0.3.6
206,23,5014,virginia,0,776.316523ms,2018-08-24 17:54:54.548853+00:00,virginia,server,78,3,alia-virginia-78,44,2018-08-24 17:54:53.772537+00:00,6458.705761696122,0.3.6
207,6,3000,virginia,0,1.096603343s,2018-08-24 20:20:35.939844+00:00,virginia,server,78,5,alia-virginia-78,132,2018-08-24 20:20:34.843241+00:00,2735.720275840888,0.3.6
208,31,5022,virginia,0,840.874083ms,2018-08-24 18:04:31.635805+00:00,virginia,server,78,3,alia-virginia-78,52,2018-08-24 18:04:30.794931+00:00,5972.35674345311,0.3.6
209,40,5040,virginia,0,1.783172687s,2018-08-24 20:10:52.536050+00:00,virginia,server,78,3,alia-virginia-78,124,2018-08-24 20:10:50.752877+00:00,2826.422834279314,0.3.6
210,5,2500,virginia,0,715.34045ms,2018-08-24 23:22:31.085900+00:00,virginia,server,78,3,alia-virginia-78,173,2018-08-24 23:22:30.370649+00:00,3494.8394152742235,0.3.6
211,11,5005,virginia,0,1.257064967s,2018-08-25 00:18:55.427669+00:00,virginia,server,78,5,alia-virginia-78,221,2018-08-25 00:18:54.170604+00:00,3981.496685843127,0.3.6
212,7,3500,virginia,0,880.011342ms,2018-08-24 19:31:09.810208+00:00,virginia,server,78,3,alia-virginia-78,91,2018-08-24 19:31:08.930197+00:00,3977.2214663115105,0.3.6
213,24,5016,virginia,0,839.82125ms,2018-08-24 19:51:36.844021+00:00,virginia,server,78,3,alia-virginia-78,108,2018-08-24 19:51:36.004200+00:00,5972.699547671603,0.3.6
214,20,5020,virginia,0,983.257924ms,2018-08-24 17:34:36.967080+00:00,virginia,server,78,3,alia-virginia-78,29,2018-08-24 17:34:35.983822+00:00,5105.476271757969,0.3.6
215,2,1000,virginia,0,721.364574ms,2018-08-24 16:54:17.499364+00:00,virginia,server,78,3,alia-virginia-78,2,2018-08-24 16:54:16.778000+00:00,1386.261588166097,0.3.6
216,23,5014,virginia,0,1.144645588s,2018-08-24 20:41:06.155689+00:00,virginia,server,78,5,alia-virginia-78,149,2018-08-24 20:41:05.011044+00:00,4380.395165599502,0.3.6
217,26,5018,virginia,0,892.577116ms,2018-08-24 18:23:50.349700+00:00,virginia,server,78,5,alia-virginia-78,68,2018-08-24 18:23:49.457164+00:00,5621.923204224295,0.3.6
218,27,5022,virginia,0,889.253056ms,2018-08-25 00:37:45.570390+00:00,virginia,server,78,5,alia-virginia-78,237,2018-08-25 00:37:44.681137+00:00,5647.436313111753,0.3.6
219,3,1500,virginia,0,663.015857ms,2018-08-24 19:26:20.431946+00:00,virginia,server,78,3,alia-virginia-78,87,2018-08-24 19:26:19.768930+00:00,2262.3893292494813,0.3.6
220,27,5022,virginia,0,1.008071768s,2018-08-24 18:25:02.608784+00:00,virginia,server,78,5,alia-virginia-78,69,2018-08-24 18:25:01.600713+00:00,4981.788161733342,0.3.6
221,26,5018,virginia,0,1.048974225s,2018-08-25 00:36:35.471663+00:00,virginia,server,78,5,alia-virginia-78,236,2018-08-25 00:36:34.422689+00:00,4783.720972743634,0.3.6
222,2,1000,virginia,0,810.172166ms,2018-08-24 19:25:07.923187+00:00,virginia,server,78,3,alia-virginia-78,86,2018-08-24 19:25:07.113015+00:00,1234.3055488282475,0.3.6
223,22,5016,virginia,0,878.092165ms,2018-08-24 20:39:53.353219+00:00,virginia,server,78,5,alia-virginia-78,148,2018-08-24 20:39:52.475127+00:00,5712.3844169592385,0.3.6
224,3,1500,virginia,0,727.682475ms,2018-08-24 16:55:29.461700+00:00,virginia,server,78,3,alia-virginia-78,3,2018-08-24 16:55:28.734017+00:00,2061.3386353711485,0.3.6
225,19,5016,virginia,0,757.537657ms,2018-08-24 17:33:24.479627+00:00,virginia,server,78,3,alia-virginia-78,28,2018-08-24 17:33:23.722090+00:00,6621.453011147141,0.3.6
226,25,5025,virginia,0,673.73955ms,2018-08-24 19:52:49.582530+00:00,virginia,server,78,3,alia-virginia-78,109,2018-08-24 19:52:48.908795+00:00,7458.371710551949,0.3.6
227,10,5000,virginia,0,1.548223291s,2018-08-25 00:17:45.262630+00:00,virginia,server,78,5,alia-virginia-78,220,2018-08-25 00:17:43.714400+00:00,3229.5083203214776,0.3.6
228,6,3000,virginia,0,801.826709ms,2018-08-24 19:29:57.546383+00:00,virginia,server,78,3,alia-virginia-78,90,2018-08-24 19:29:56.744547+00:00,3741.456808967435,0.3.6
229,4,2000,virginia,0,775.644001ms,2018-08-24 23:21:20.592766+00:00,virginia,server,78,3,alia-virginia-78,172,2018-08-24 23:21:19.817122+00:00,2578.502505558604,0.3.6
230,41,5002,virginia,0,962.973968ms,2018-08-24 20:12:03.825279+00:00,virginia,server,78,3,alia-virginia-78,125,2018-08-24 20:12:02.862305+00:00,5194.325253037369,0.3.6
231,32,5024,virginia,0,826.852013ms,2018-08-24 18:05:43.727293+00:00,virginia,server,78,3,alia-virginia-78,53,2018-08-24 18:05:42.900441+00:00,6076.057046498356,0.3.6
232,7,3500,virginia,0,1.103196792s,2018-08-24 20:21:48.580688+00:00,virginia,server,78,5,alia-virginia-78,133,2018-08-24 20:21:47.477491+00:00,3172.598058098776,0.3.6
233,23,5016,virginia,0,911.168224ms,2018-08-24 17:56:06.877433+00:00,virginia,server,78,3,alia-virginia-78,45,2018-08-24 17:56:05.966265+00:00,5505.020772102782,0.3.6
234,38,5016,virginia,0,939.929656ms,2018-08-24 20:59:11.427626+00:00,virginia,server,78,5,alia-virginia-78,164,2018-08-24 20:59:10.487696+00:00,5336.569569840235,0.3.6
235,3,1500,virginia,0,778.357687ms,2018-08-24 17:06:23.822869+00:00,virginia,server,78,5,alia-virginia-78,12,2018-08-24 17:06:23.044511+00:00,1927.1345617223924,0.3.6
236,23,5014,virginia,0,1.375160873s,2018-08-24 18:20:14.297462+00:00,virginia,server,78,5,alia-virginia-78,65,2018-08-24 18:20:12.922302+00:00,3646.1188639418187,0.3.6
237,29,5017,virginia,0,663.970204ms,2018-08-24 19:57:37.628110+00:00,virginia,server,78,3,alia-virginia-78,113,2018-08-24 19:57:36.964140+00:00,7556.06195846704,0.3.6
238,11,5005,virginia,0,1.398732729s,2018-08-24 17:38:19.819403+00:00,virginia,server,78,5,alia-virginia-78,32,2018-08-24 17:38:18.420671+00:00,3578.2389989388744,0.3.6
239,18,5004,virginia,0,1.211230976s,2018-08-24 20:35:05.171542+00:00,virginia,server,78,5,alia-virginia-78,144,2018-08-24 20:35:03.960311+00:00,4131.3342369473885,0.3.6
240,15,5010,virginia,0,930.199558ms,2018-08-24 17:28:36.687294+00:00,virginia,server,78,3,alia-virginia-78,24,2018-08-24 17:28:35.757095+00:00,5385.941067067245,0.3.6
241,26,5018,virginia,0,1.076507259s,2018-08-24 20:44:43.924287+00:00,virginia,server,78,5,alia-virginia-78,152,2018-08-24 20:44:42.847780+00:00,4661.371261594066,0.3.6
242,31,5022,virginia,0,1.127229476s,2018-08-24 18:29:50.644889+00:00,virginia,server,78,5,alia-virginia-78,73,2018-08-24 18:29:49.517659+00:00,4455.170936285914,0.3.6
243,21,5019,virginia,0,895.673025ms,2018-08-24 19:48:00.829200+00:00,virginia,server,78,3,alia-virginia-78,105,2018-08-24 19:47:59.933532+00:00,5603.607410193022,0.3.6
244,23,5014,virginia,0,875.102501ms,2018-08-24 23:43:38.486839+00:00,virginia,server,78,3,alia-virginia-78,191,2018-08-24 23:43:37.611730+00:00,5729.614524321877,0.3.6
245,32,5024,virginia,0,746.086543ms,2018-08-24 23:54:10.129469+00:00,virginia,server,78,3,alia-virginia-78,200,2018-08-24 23:54:09.383380+00:00,6733.803266037463,0.3.6
246,3,1500,virginia,0,966.387921ms,2018-08-24 20:16:59.356661+00:00,virginia,server,78,5,alia-virginia-78,129,2018-08-24 20:16:58.390270+00:00,1552.171718421137,0.3.6
247,28,5012,virginia,0,814.166822ms,2018-08-24 18:00:55.645454+00:00,virginia,server,78,3,alia-virginia-78,49,2018-08-24 18:00:54.831288+00:00,6155.986543013417,0.3.6
248,6,3000,virginia,0,993.021992ms,2018-08-25 00:13:03.104748+00:00,virginia,server,78,5,alia-virginia-78,216,2018-08-25 00:13:02.111726+00:00,3021.0811282817995,0.3.6
249,31,5022,virginia,0,1.130371956s,2018-08-25 00:42:27.570670+00:00,virginia,server,78,5,alia-virginia-78,241,2018-08-25 00:42:26.440298+00:00,4442.785379930286,0.3.6
250,42,5040,virginia,0,1.107344563s,2018-08-24 21:04:02.045161+00:00,virginia,server,78,5,alia-virginia-78,168,2018-08-24 21:04:00.937810+00:00,4551.428858191811,0.3.6
251,19,5016,virginia,0,774.227302ms,2018-08-24 23:38:56.902580+00:00,virginia,server,78,3,alia-virginia-78,187,2018-08-24 23:38:56.128348+00:00,6478.717538173305,0.3.6
